N,P,K,temperature,humidity,ph,rainfall,label
33.4,72.1,16.0,16.16,77.89,6.05,38.58,lentil
16.2,24.0,41.1,25.78,50.86,6.86,92.62,mango
117.6,34.8,35.5,20.88,65.82,6.24,167.64,coffee
12.5,14.4,17.5,29.43,87.3,7.63,107.05,orange
92.8,24.0,53.7,27.92,92.6,6.17,23.39,muskmelon
32.6,130.1,192.9,16.43,86.68,5.55,127.06,apple
15.4,27.3,44.5,25.22,49.24,6.45,118.74,mango
25.6,9.7,20.1,29.71,93.79,7.57,112.24,orange
18.7,15.6,47.4,22.23,91.14,6.8,101.84,pomegranate
20.8,80.2,70.3,22.04,34.41,6.88,69.4,chickpea
33.8,72.3,28.6,23.17,30.14,5.56,60.41,kidneybeans
29.7,57.7,21.5,26.75,89.61,6.84,80.62,blackgram
22.2,13.4,5.4,31.75,88.67,7.56,109.77,orange
29.8,6.1,29.7,27.17,94.5,7.34,176.0,coconut
13.9,24.7,40.7,29.34,51.71,5.66,102.01,mango
77.0,30.7,35.4,26.5,87.67,6.02,170.9,rice
61.4,57.3,35.2,27.95,81.23,6.54,232.01,rice
114.2,52.6,27.1,24.01,71.88,7.61,64.39,cotton
35.3,66.1,98.0,23.28,28.94,7.43,78.47,chickpea
19.1,31.0,40.4,34.11,55.66,5.7,103.55,mango
108.8,53.7,17.9,27.44,72.72,6.61,86.18,cotton
103.0,11.4,63.4,25.36,89.79,6.72,23.93,muskmelon
83.5,14.6,63.1,26.24,91.82,6.53,20.83,muskmelon
27.7,32.0,29.2,30.87,46.45,7.17,86.98,mango
24.4,24.9,31.0,19.55,87.74,6.82,102.89,pomegranate
31.9,67.9,26.0,23.24,17.93,6.33,92.42,kidneybeans
21.7,123.5,190.3,16.07,87.93,6.05,101.92,apple
26.2,144.9,201.4,21.12,77.18,5.83,78.85,grapes
93.6,15.9,42.3,19.7,68.61,6.72,173.83,coffee
99.5,63.9,28.8,25.93,79.03,5.54,67.31,cotton
80.3,14.3,61.5,29.69,93.94,6.06,25.97,muskmelon
17.1,61.3,26.3,15.51,24.85,5.94,80.06,kidneybeans
38.6,61.0,81.9,15.39,24.51,7.09,69.11,chickpea
69.7,38.1,37.5,20.24,81.44,5.92,199.12,rice
16.8,138.0,200.5,20.16,93.73,5.71,101.22,apple
22.6,14.6,32.2,24.01,98.04,7.28,216.95,coconut
36.8,66.8,20.0,27.07,71.33,6.48,80.32,blackgram
23.1,145.1,197.5,32.49,77.13,5.83,64.52,grapes
27.9,60.0,29.7,16.08,87.96,7.33,58.64,lentil
92.7,12.9,61.6,26.79,63.0,6.89,54.9,watermelon
25.6,29.5,26.2,30.4,47.6,7.43,112.46,mango
24.9,145.7,196.2,22.86,78.57,6.33,61.33,grapes
116.0,90.6,64.7,29.67,89.13,5.72,161.72,banana
28.3,131.8,193.6,20.7,79.55,5.79,67.01,grapes
35.6,61.1,22.0,29.21,36.31,4.83,187.21,pigeonpeas
25.4,20.9,29.7,30.99,97.32,6.98,219.66,coconut
31.6,65.2,86.2,16.54,26.07,7.08,90.48,chickpea
88.0,14.2,63.9,24.15,74.31,6.15,64.58,watermelon
56.7,64.5,63.0,32.8,94.38,6.87,109.5,papaya
31.8,56.6,51.9,32.62,94.67,6.46,105.99,papaya
29.5,121.6,195.1,21.38,93.59,6.42,115.01,apple
16.0,81.4,19.7,26.29,74.05,6.9,60.93,blackgram
96.7,15.8,61.6,29.7,94.71,6.25,24.86,muskmelon
15.7,137.8,196.0,16.11,75.03,5.6,83.77,grapes
97.8,35.1,45.9,26.18,71.27,6.44,166.09,jute
72.3,46.6,47.3,30.01,77.87,7.27,152.35,jute
28.3,24.4,30.5,25.56,45.07,6.56,84.29,mango
36.8,57.3,18.7,21.95,72.28,7.25,48.41,lentil
90.6,49.4,35.2,31.21,70.36,6.55,186.44,jute
21.5,59.8,17.4,15.7,18.71,6.16,112.9,kidneybeans
25.3,57.5,25.4,34.91,68.34,6.75,56.48,mungbean
86.6,26.0,49.3,26.87,87.33,6.51,23.22,muskmelon
32.9,78.6,25.6,30.9,73.5,7.29,88.71,blackgram
26.1,72.1,22.9,15.38,78.46,7.16,42.09,lentil
83.0,26.1,47.7,29.17,88.43,6.23,26.39,muskmelon
63.9,48.5,49.8,21.68,85.37,7.25,261.12,rice
36.5,56.3,22.2,30.2,89.26,7.45,50.76,mungbean
96.2,45.1,34.6,25.09,83.25,6.75,182.95,jute
20.1,44.7,22.0,34.43,87.95,6.31,57.91,mungbean
16.3,70.5,22.6,16.5,63.12,5.75,39.55,lentil
40.5,48.8,49.5,23.38,94.54,6.28,75.51,papaya
18.9,30.0,46.7,24.25,93.23,6.15,104.55,pomegranate
35.4,72.6,18.8,17.04,70.21,6.45,48.32,lentil
94.8,26.5,53.1,31.88,70.41,6.97,55.43,watermelon
96.5,45.3,40.0,29.58,88.0,6.9,269.37,rice
13.2,13.9,49.5,19.07,87.69,6.89,112.2,pomegranate
80.5,19.6,62.2,31.27,94.56,6.88,25.8,muskmelon
97.3,38.1,33.7,24.19,51.7,6.1,102.49,maize
22.5,10.1,33.7,18.7,88.63,6.75,100.87,pomegranate
20.6,73.5,15.6,22.57,46.4,4.94,198.31,pigeonpeas
90.5,57.5,27.8,22.63,84.29,5.56,89.5,cotton
104.1,57.6,22.2,24.35,83.63,7.55,91.91,cotton
13.0,27.7,44.0,34.96,52.5,6.7,114.25,mango
88.9,100.0,48.4,29.72,78.35,5.58,169.99,banana
80.5,29.9,55.9,28.32,94.55,6.16,21.89,muskmelon
39.8,62.2,28.1,29.63,37.86,5.7,135.06,pigeonpeas
72.2,45.0,46.7,26.51,70.23,6.53,174.95,jute
95.0,47.4,30.7,26.13,78.93,6.77,72.06,cotton
104.1,81.7,56.2,27.77,77.48,5.9,127.47,banana
23.7,76.3,20.5,23.33,73.63,6.94,39.84,lentil
67.2,58.8,31.2,31.85,87.16,6.99,186.75,jute
21.2,15.1,35.3,18.27,88.05,7.12,100.95,pomegranate
28.9,78.4,15.2,23.18,15.8,6.39,119.52,kidneybeans
26.6,56.1,73.2,18.39,31.05,7.14,80.51,chickpea
80.8,19.3,46.2,26.3,90.61,6.87,28.83,muskmelon
33.9,53.2,17.5,30.38,55.2,4.06,48.55,mothbeans
32.2,57.9,28.8,30.68,70.91,7.13,67.72,blackgram
35.0,42.2,16.0,26.54,39.34,6.79,61.11,mothbeans
16.9,143.2,195.2,21.57,76.08,6.44,68.73,grapes
81.5,52.8,26.6,18.82,71.94,6.03,67.77,maize
10.7,125.6,204.9,21.51,81.68,6.22,77.44,grapes
90.5,24.1,55.7,27.75,65.23,6.64,59.8,watermelon
114.2,51.0,17.1,29.97,84.06,5.65,79.57,cotton
95.5,40.5,32.3,21.72,90.23,6.74,165.17,rice
37.0,64.0,20.1,26.71,30.25,7.92,63.02,mothbeans
32.4,141.1,203.7,18.93,88.95,5.75,104.71,apple
114.0,26.7,28.2,18.15,64.02,6.83,195.56,coffee
81.7,29.6,60.8,27.92,56.73,6.59,62.76,watermelon
117.7,90.8,63.8,27.55,84.0,6.48,151.37,banana
27.7,26.2,30.0,34.5,54.67,6.16,87.26,mango
25.8,43.2,28.3,25.41,87.41,7.25,54.88,mungbean
11.3,6.1,33.2,29.75,92.04,6.79,188.71,coconut
111.1,87.9,57.9,29.58,76.77,6.33,156.45,banana
119.1,62.6,22.6,27.15,74.32,7.71,94.43,cotton
29.1,22.0,10.9,15.13,87.97,6.56,126.7,orange
17.7,66.9,20.1,30.69,85.83,6.12,62.18,blackgram
60.7,32.8,43.7,20.85,81.38,7.19,153.49,rice
87.0,31.3,30.5,27.22,64.18,7.18,155.95,coffee
69.6,58.0,56.9,32.1,92.36,6.97,49.19,papaya
12.0,31.0,43.3,32.32,61.45,5.93,90.54,mango
86.5,40.6,18.5,18.89,66.51,7.03,75.9,maize
18.2,62.7,20.3,21.74,16.25,5.71,108.54,kidneybeans
39.3,50.4,19.4,27.76,60.03,5.48,37.71,mothbeans
86.2,21.0,47.2,27.02,87.08,6.4,21.11,muskmelon
97.1,36.8,33.7,21.16,52.54,6.47,75.41,maize
21.7,62.4,24.5,29.77,39.0,8.18,31.12,mothbeans
82.9,15.7,62.4,24.58,72.52,6.52,52.25,watermelon
96.0,30.3,35.0,25.26,60.1,6.89,203.25,coffee
27.9,7.8,22.0,31.12,88.61,7.04,123.37,orange
24.7,12.8,49.3,23.75,87.04,6.28,102.51,pomegranate
10.8,8.8,27.5,27.22,99.97,5.85,134.55,coconut
36.5,73.5,15.2,21.95,72.54,6.63,64.21,lentil
24.3,11.9,25.0,30.92,98.22,5.75,157.41,coconut
110.8,33.3,42.0,25.98,69.74,7.05,202.57,coffee
83.6,90.0,50.7,28.4,84.11,5.65,116.54,banana
18.5,144.6,207.7,17.35,86.13,5.55,118.25,apple
114.1,86.6,59.4,30.97,88.53,5.83,176.2,banana
88.3,17.0,49.3,28.68,61.96,6.66,40.47,watermelon
26.4,46.8,28.0,25.95,63.84,9.73,39.91,mothbeans
85.0,39.6,41.3,24.2,70.35,6.95,182.42,jute
63.8,53.5,46.0,29.53,74.05,7.03,150.54,jute
34.9,72.7,16.5,30.48,81.08,7.19,78.87,blackgram
108.6,54.3,22.5,24.08,79.41,7.53,66.93,cotton
39.8,61.3,15.2,34.97,68.43,7.0,65.3,blackgram
18.1,134.8,195.5,20.69,89.52,5.93,103.36,apple
18.0,15.0,33.1,24.78,99.75,5.78,154.09,coconut
23.4,63.7,23.1,15.24,62.39,6.34,77.43,lentil
36.1,130.8,195.2,23.58,88.75,5.52,111.71,apple
105.4,19.3,31.7,26.47,57.73,6.8,195.43,coffee
23.2,45.5,23.9,26.19,30.93,8.28,55.03,mothbeans
96.4,13.6,51.9,31.45,57.92,6.63,57.79,watermelon
25.0,23.6,34.0,21.46,92.92,6.71,110.73,pomegranate
83.9,19.1,50.4,26.82,56.89,6.43,69.5,watermelon
92.2,24.6,64.3,30.66,94.4,6.14,20.71,muskmelon
25.6,136.3,197.4,22.9,85.39,5.93,111.47,apple
15.8,149.9,192.0,21.83,87.53,5.89,119.38,apple
32.6,74.3,20.6,34.51,60.67,6.46,87.63,blackgram
17.8,52.1,27.9,29.77,89.84,7.02,43.7,mungbean
86.3,33.3,42.6,21.77,57.89,6.69,195.93,coffee
84.7,15.0,54.8,29.61,74.73,6.44,55.55,watermelon
48.8,60.9,98.5,24.95,29.23,7.96,82.78,chickpea
36.2,56.3,26.0,18.41,24.57,6.43,79.92,kidneybeans
37.7,52.6,16.3,29.5,82.69,7.19,64.73,mungbean
33.6,82.6,21.4,22.79,63.65,5.83,143.8,pigeonpeas
32.1,57.1,93.5,17.86,23.66,7.37,73.3,chickpea
21.4,19.4,40.1,27.41,63.44,6.81,97.45,mango
94.4,56.7,16.4,24.37,63.59,5.66,87.5,maize
97.0,35.4,41.4,30.99,75.68,6.89,194.6,rice
38.1,81.8,83.3,21.07,27.63,7.18,88.11,chickpea
26.8,13.5,29.4,30.97,99.02,6.18,155.48,coconut
108.0,57.9,34.1,28.44,84.65,6.28,69.31,cotton
19.5,76.4,20.8,29.02,83.5,7.44,63.8,blackgram
28.3,12.5,38.4,20.41,89.98,6.69,110.38,pomegranate
67.3,35.5,36.1,26.3,83.64,6.08,241.78,rice
17.8,26.8,30.5,25.93,60.49,7.39,84.02,mango
17.0,84.8,17.3,24.88,34.55,6.29,99.57,kidneybeans
16.7,11.1,13.2,15.39,91.69,7.69,110.64,orange
32.9,75.2,78.3,18.06,30.78,6.89,91.94,chickpea
18.0,21.6,49.0,18.48,90.07,6.49,110.17,pomegranate
13.1,124.0,194.1,30.33,77.95,5.52,88.33,grapes
38.1,50.5,16.8,30.28,63.81,6.89,64.12,mungbean
70.1,57.7,24.2,25.58,68.21,7.05,99.37,maize
20.1,60.0,91.4,21.66,34.32,7.52,98.03,chickpea
33.3,71.8,62.4,34.97,90.85,6.75,56.21,papaya
13.1,25.7,29.6,32.18,55.56,6.32,90.75,mango
14.3,19.5,36.4,19.87,94.67,6.24,115.75,pomegranate
67.5,45.7,30.7,22.99,50.13,7.02,62.12,maize
19.9,62.1,19.5,27.0,51.03,6.59,129.88,pigeonpeas
111.0,17.5,38.1,20.96,65.21,6.36,197.88,coffee
84.8,54.5,18.0,18.55,69.52,6.42,63.49,maize
98.7,53.8,33.2,26.08,73.21,7.15,152.94,jute
19.2,60.8,28.4,22.5,33.16,6.26,95.83,kidneybeans
12.9,12.4,34.6,29.53,92.43,6.57,188.47,coconut
19.0,22.9,22.3,22.45,88.81,7.87,121.45,orange
18.9,55.5,23.9,30.04,40.83,6.41,46.22,mothbeans
111.0,28.0,29.7,19.46,62.58,6.68,161.83,coffee
10.9,120.2,209.8,28.18,78.65,5.97,68.0,grapes
31.8,130.4,190.4,17.51,88.09,6.12,105.18,apple
99.5,51.1,47.7,24.8,74.92,7.43,156.76,jute
62.8,52.5,40.4,27.47,76.01,7.36,154.52,jute
85.5,24.3,28.1,22.63,54.42,7.11,151.93,coffee
23.0,62.6,23.0,33.24,63.09,7.41,83.85,blackgram
21.5,142.1,199.8,15.58,75.64,6.04,81.56,grapes
20.5,135.7,206.8,16.11,92.95,5.68,124.24,apple
81.4,41.5,15.2,20.17,74.4,7.1,117.57,maize
40.8,78.1,89.6,16.52,32.52,7.08,71.3,chickpea
29.4,65.8,27.4,23.21,24.55,5.85,81.75,kidneybeans
16.2,80.6,23.2,26.97,69.52,6.42,75.93,blackgram
20.2,58.9,18.1,28.77,44.89,6.2,92.31,pigeonpeas
40.6,57.1,75.2,23.56,19.54,7.67,71.17,chickpea
23.9,8.5,22.1,17.38,89.01,6.15,116.36,orange
19.3,45.1,15.3,27.2,49.25,7.53,56.54,mothbeans
18.0,58.4,21.2,31.48,81.36,6.27,62.39,blackgram
18.0,22.5,45.6,23.49,90.19,7.29,107.83,pomegranate
116.0,24.2,33.8,19.75,69.37,6.32,163.37,coffee
70.0,42.3,45.1,22.75,76.54,6.08,174.18,rice
95.4,21.9,54.2,27.39,89.68,6.31,24.38,muskmelon
28.2,65.0,22.8,20.77,58.18,5.06,99.35,pigeonpeas
28.8,11.1,30.2,22.63,87.89,6.38,106.62,pomegranate
107.2,50.2,31.8,30.66,75.45,7.82,63.24,cotton
19.5,52.3,29.4,30.03,62.49,6.93,57.01,mungbean
31.8,140.7,190.9,18.39,89.12,5.6,107.08,apple
88.1,76.4,45.1,25.01,86.23,6.29,116.2,banana
12.5,21.1,44.9,25.86,92.8,7.44,137.88,coconut
29.4,139.0,205.3,16.68,76.61,6.23,72.94,grapes
100.0,81.2,57.5,29.94,79.21,6.06,156.7,banana
41.8,61.5,57.5,28.25,93.27,6.83,108.05,papaya
43.0,80.4,88.4,15.89,24.75,6.16,76.3,chickpea
36.4,48.0,17.9,26.91,83.06,6.4,78.36,mungbean
79.2,38.1,19.8,26.88,53.56,6.5,97.09,maize
37.4,59.2,15.1,28.2,72.65,6.34,49.98,mungbean
21.2,24.9,14.1,27.14,92.93,6.99,125.71,orange
16.3,59.8,27.2,26.33,67.0,6.68,75.51,blackgram
82.9,17.1,50.0,31.41,93.53,6.58,25.2,muskmelon
101.6,12.5,46.0,31.02,56.6,6.15,40.66,watermelon
27.4,58.6,15.2,28.03,80.94,7.19,68.87,blackgram
18.9,21.2,9.9,30.01,90.61,7.22,126.25,orange
92.6,37.4,32.9,22.93,70.43,6.4,98.61,maize
31.1,66.4,15.8,26.39,61.58,5.65,113.8,pigeonpeas
23.5,139.0,201.8,17.94,86.49,5.87,112.46,apple
28.8,65.8,16.9,30.89,75.75,6.3,73.56,blackgram
28.0,77.3,22.6,29.22,71.94,6.04,70.07,blackgram
32.5,63.8,47.9,28.55,86.56,6.13,40.97,papaya
23.0,9.9,23.1,16.69,91.56,7.58,110.65,orange
25.8,72.9,16.2,31.15,56.43,6.26,181.13,pigeonpeas
105.0,82.3,50.1,30.6,85.5,6.05,148.77,banana
23.4,28.8,46.5,18.29,89.71,6.6,106.2,pomegranate
24.9,69.3,91.5,17.47,27.81,7.33,66.51,chickpea
32.6,63.7,23.0,29.0,88.61,6.96,54.91,mungbean
26.5,53.2,17.8,33.05,89.02,6.4,64.74,mungbean
34.9,63.5,74.0,21.3,16.09,7.5,72.7,chickpea
26.4,144.8,196.3,18.84,94.09,6.34,119.95,apple
27.0,142.2,196.6,19.93,94.16,6.46,127.81,apple
15.0,76.4,20.3,17.54,15.26,6.04,111.07,kidneybeans
105.4,28.4,54.0,28.76,92.42,6.7,28.91,muskmelon
35.9,62.2,17.9,25.07,56.91,4.69,153.45,pigeonpeas
29.9,38.2,15.3,31.28,39.44,8.83,69.97,mothbeans
86.1,14.8,49.5,27.16,68.08,6.44,63.28,watermelon
97.7,21.0,46.6,31.6,85.99,6.85,20.0,muskmelon
36.5,60.1,27.8,18.19,47.91,6.81,192.83,pigeonpeas
15.1,15.6,24.2,16.52,91.83,7.92,109.02,orange
67.0,57.4,38.4,24.6,85.38,5.59,174.94,rice
55.9,71.1,60.5,30.19,94.82,6.69,118.04,papaya
22.4,57.3,17.5,19.78,34.31,6.06,117.04,pigeonpeas
23.6,67.6,92.5,15.71,16.6,6.71,97.67,chickpea
14.3,141.7,206.2,23.24,82.46,5.9,80.35,grapes
42.4,69.2,71.7,24.58,33.85,7.57,99.65,chickpea
28.9,10.3,9.5,31.28,89.59,6.42,121.21,orange
32.8,74.8,24.4,27.83,71.34,6.15,81.57,blackgram
95.7,43.0,20.6,28.71,69.36,7.19,64.56,cotton
11.2,136.8,191.7,33.07,84.07,6.2,87.79,grapes
27.4,147.0,196.4,21.52,92.08,6.28,116.92,apple
94.9,52.3,33.2,30.43,76.74,6.44,64.35,cotton
26.9,81.9,22.9,27.9,38.83,5.84,103.58,pigeonpeas
15.6,47.9,28.1,28.01,62.84,7.14,70.3,mungbean
89.8,15.8,55.5,25.55,86.18,6.18,27.75,muskmelon
14.2,18.5,30.6,27.95,94.37,6.04,190.04,coconut
116.3,47.4,25.0,27.22,68.88,7.22,105.15,cotton
96.8,87.3,62.5,30.64,80.57,5.71,162.01,banana
19.2,120.3,191.5,17.23,85.33,6.0,109.42,apple
99.4,57.6,47.4,25.72,85.02,7.28,183.92,jute
24.9,123.3,198.5,15.36,75.34,5.98,68.95,grapes
106.5,90.2,50.0,25.25,87.52,6.26,126.33,banana
83.5,41.3,46.4,23.49,83.98,6.66,186.56,jute
25.4,13.8,32.4,29.79,95.0,6.64,191.29,coconut
38.6,69.7,20.1,34.24,60.73,6.87,76.47,blackgram
18.6,75.8,18.1,18.92,32.91,5.7,90.47,kidneybeans
108.7,87.8,51.5,22.25,86.25,5.71,166.76,banana
37.4,74.7,28.2,19.85,76.26,7.34,75.5,lentil
106.0,10.4,58.6,28.84,86.7,6.82,23.69,muskmelon
114.7,27.5,41.4,26.88,55.19,7.27,163.64,coffee
48.7,65.5,63.2,32.73,89.51,6.39,59.18,papaya
84.2,95.7,51.2,31.71,76.77,6.46,107.28,banana
23.4,30.6,40.5,29.89,60.95,6.69,92.58,mango
38.3,71.3,22.9,26.41,60.02,7.22,62.63,blackgram
36.4,77.9,17.2,27.66,63.08,6.55,126.48,pigeonpeas
100.7,27.9,59.0,29.88,60.81,6.3,63.49,watermelon
119.0,60.5,32.6,26.6,77.48,6.44,63.89,cotton
23.7,71.8,80.3,22.29,28.05,7.69,87.7,chickpea
76.0,52.4,25.7,23.47,69.12,7.13,103.09,maize
82.0,98.6,47.8,29.08,76.02,5.61,140.71,banana
21.6,68.9,23.2,24.49,89.96,5.97,67.71,lentil
26.9,23.4,42.9,26.58,90.88,5.62,205.21,coconut
32.1,56.2,59.4,26.25,91.3,6.66,98.7,papaya
95.8,56.3,49.6,31.79,85.45,7.43,193.36,jute
18.5,148.2,198.6,22.17,79.41,6.02,78.96,grapes
80.8,90.1,54.4,25.47,87.94,6.35,101.78,banana
17.6,20.0,37.6,27.81,91.25,5.84,205.21,coconut
11.3,12.8,7.9,18.91,91.18,6.13,113.94,orange
116.3,60.1,20.9,24.85,80.86,7.84,98.96,cotton
26.3,63.4,25.2,26.41,36.59,5.47,33.72,mothbeans
101.0,19.1,55.6,25.17,57.8,6.58,69.55,watermelon
23.4,79.5,15.6,33.71,75.38,6.6,74.92,blackgram
103.2,14.8,59.6,26.76,88.95,6.98,22.45,muskmelon
75.7,47.4,28.9,18.03,65.49,6.21,107.65,maize
26.1,16.0,10.4,28.36,87.7,7.47,118.31,orange
27.3,49.2,22.4,30.77,59.12,6.12,43.33,mothbeans
92.4,37.6,43.6,29.12,86.91,6.44,211.78,rice
100.5,91.4,50.5,23.22,83.34,5.83,135.4,banana
30.7,139.2,205.5,19.03,92.23,6.18,128.9,apple
98.8,57.5,17.6,24.82,50.61,5.54,79.42,maize
85.0,33.5,48.8,27.53,81.7,5.78,269.1,rice
22.0,141.4,201.1,16.09,94.32,5.95,122.03,apple
113.9,99.8,58.6,31.37,87.4,6.34,145.53,banana
96.0,31.4,27.5,24.72,50.07,6.16,174.56,coffee
12.7,127.5,200.9,30.98,75.36,6.48,73.65,grapes
16.5,16.1,34.1,30.2,94.43,5.55,191.01,coconut
96.4,29.1,48.7,29.24,87.12,6.61,27.23,muskmelon
87.7,25.0,51.8,28.0,89.04,6.71,29.18,muskmelon
103.9,24.2,55.5,28.6,85.87,6.66,29.11,muskmelon
69.0,48.4,41.3,29.3,89.94,6.05,153.26,jute
65.5,58.6,60.4,32.96,92.11,6.51,90.07,papaya
13.9,29.9,42.9,26.34,95.41,6.13,197.55,coconut
29.3,36.6,17.1,31.23,66.23,6.76,67.24,mungbean
108.2,73.0,63.2,24.15,78.07,5.68,101.12,banana
19.3,5.1,33.0,24.85,90.24,7.15,211.62,coconut
21.7,60.7,25.4,17.19,26.91,5.76,99.72,kidneybeans
33.8,127.4,203.5,15.43,93.38,5.67,120.92,apple
24.6,22.5,31.8,27.04,99.58,5.63,197.37,coconut
16.9,17.1,28.8,29.51,60.86,5.8,106.39,mango
58.0,47.7,62.8,33.82,86.05,6.99,63.8,papaya
24.9,13.4,32.0,24.95,91.47,5.87,152.82,coconut
25.6,5.5,24.4,28.77,92.51,7.52,111.67,orange
47.6,84.8,71.3,22.61,22.43,6.78,90.17,chickpea
15.7,58.5,15.2,30.1,61.27,6.31,51.42,mothbeans
108.2,12.3,59.1,30.96,94.54,6.21,25.04,muskmelon
94.6,54.5,35.2,22.05,88.37,7.36,233.51,rice
34.1,68.2,25.7,18.86,66.34,6.77,78.92,lentil
59.3,50.0,64.1,24.91,89.58,6.11,88.26,papaya
74.3,59.1,44.0,27.78,89.38,7.35,175.6,jute
107.5,19.3,47.1,28.2,88.76,6.58,24.39,muskmelon
81.2,22.3,61.1,27.5,66.09,6.8,58.32,watermelon
34.7,147.7,202.0,16.87,92.82,6.46,117.41,apple
73.6,51.7,31.3,23.78,85.79,7.08,197.81,rice
89.0,56.9,47.7,29.36,87.84,5.67,174.24,rice
25.0,12.7,23.0,18.01,87.92,7.1,109.58,orange
102.7,22.8,63.5,30.48,86.81,6.8,26.42,muskmelon
19.5,66.8,29.2,19.98,56.72,4.83,197.94,pigeonpeas
24.3,26.0,36.9,19.21,85.03,6.68,107.05,pomegranate
20.0,131.6,202.3,16.12,80.06,6.37,66.4,grapes
98.9,24.3,38.1,22.71,52.87,6.76,213.48,coffee
104.9,73.8,50.3,30.35,79.91,5.99,175.29,banana
20.1,77.2,23.2,30.38,49.39,6.1,111.5,pigeonpeas
23.6,34.1,35.2,34.05,64.36,7.19,92.39,mango
35.4,75.6,16.7,17.89,21.2,5.75,90.9,kidneybeans
106.8,22.7,58.8,29.34,63.99,6.69,42.09,watermelon
16.3,139.6,207.0,24.42,94.97,5.78,117.26,apple
24.7,74.8,21.6,27.08,32.15,6.94,193.46,pigeonpeas
71.5,53.5,34.6,23.69,56.5,6.77,92.4,maize
39.3,81.0,24.0,27.81,39.98,6.39,140.12,pigeonpeas
33.9,124.4,207.4,21.43,87.29,5.66,118.83,apple
104.6,42.5,18.4,29.34,75.76,6.04,75.5,cotton
80.3,27.2,54.0,25.03,89.02,6.19,26.24,muskmelon
112.0,74.0,47.2,31.22,86.27,6.09,161.53,banana
29.4,71.9,22.5,15.69,16.8,6.1,80.46,kidneybeans
22.5,29.7,40.7,18.79,93.28,6.38,115.55,pomegranate
11.3,34.5,38.6,28.59,59.03,7.01,111.2,mango
18.6,12.6,17.7,28.82,87.97,6.43,120.01,orange
30.8,47.9,50.8,30.58,85.99,6.56,49.59,papaya
14.5,20.4,41.3,24.61,86.96,6.96,116.35,pomegranate
106.7,19.3,55.3,26.66,60.53,6.66,43.6,watermelon
30.7,122.5,207.7,17.69,87.44,5.8,117.32,apple
23.9,17.3,32.1,30.5,94.95,7.49,165.71,coconut
37.7,48.0,59.9,33.52,91.51,6.14,114.79,papaya
20.5,72.5,77.6,19.5,34.15,6.8,93.59,chickpea
89.9,27.5,61.9,31.62,70.8,6.66,65.7,watermelon
35.3,61.7,25.8,24.43,75.83,6.58,55.75,lentil
30.0,9.9,37.2,27.36,98.86,7.01,179.7,coconut
32.7,83.5,18.7,22.46,75.62,6.04,69.95,lentil
70.5,45.8,16.8,26.43,63.85,6.11,83.82,maize
21.0,82.3,22.0,19.66,30.21,5.65,89.24,kidneybeans
37.0,74.5,28.5,26.73,34.6,5.43,112.2,pigeonpeas
99.6,47.2,31.2,27.95,75.96,7.82,86.8,cotton
104.2,18.5,47.3,28.04,89.57,6.55,21.06,muskmelon
38.0,74.5,16.6,19.02,29.58,6.28,67.09,kidneybeans
26.7,74.7,28.4,18.93,88.85,6.33,62.05,lentil
21.1,13.8,47.2,19.8,87.26,6.72,109.98,pomegranate
99.3,24.3,56.7,26.0,89.45,6.36,24.96,muskmelon
101.4,59.7,21.7,26.4,77.31,5.68,107.41,cotton
72.7,41.4,30.4,25.46,78.98,6.3,154.37,jute
26.7,36.6,15.6,32.17,76.14,6.76,52.16,mungbean
113.2,48.5,25.6,31.01,76.03,6.14,81.78,cotton
29.1,65.2,19.8,21.45,85.54,6.72,73.39,lentil
96.6,32.8,34.6,26.24,66.8,7.24,200.55,coffee
94.0,21.2,29.2,19.73,62.81,7.38,185.62,coffee
84.4,47.9,48.5,27.69,89.81,6.76,155.79,jute
82.5,25.4,38.1,19.71,57.43,7.4,180.97,coffee
47.3,56.7,64.2,31.99,87.08,6.38,83.52,papaya
36.2,65.9,26.9,31.17,51.81,6.72,178.56,pigeonpeas
105.0,46.5,33.0,24.44,70.72,5.81,97.96,cotton
30.2,68.3,26.1,21.2,32.05,5.4,142.17,pigeonpeas
20.5,136.1,205.6,21.29,79.82,6.47,80.16,grapes
107.4,14.0,55.9,29.46,90.22,6.43,21.92,muskmelon
19.4,72.0,23.7,19.9,27.89,5.73,93.16,kidneybeans
77.5,57.1,37.0,26.17,90.67,6.29,243.31,rice
38.3,73.1,24.9,19.02,87.27,6.78,69.61,lentil
16.7,26.6,25.9,27.43,97.62,7.41,218.55,coconut
26.0,60.7,25.3,33.82,66.11,7.31,42.99,mungbean
98.0,58.5,33.6,24.67,73.27,7.18,150.3,jute
27.3,44.6,17.9,26.48,64.12,6.17,47.79,mothbeans
28.8,83.0,81.9,15.87,27.34,6.23,73.81,chickpea
89.1,10.7,63.7,28.69,60.96,6.15,64.89,watermelon
97.9,20.0,64.6,30.65,73.23,6.25,63.18,watermelon
29.9,46.0,27.1,30.23,63.5,6.19,66.84,mungbean
37.8,46.5,24.5,27.44,45.32,5.52,60.49,mothbeans
26.7,48.7,23.7,28.57,64.93,6.76,81.51,mungbean
79.2,53.0,20.8,24.25,71.5,7.06,62.38,maize
94.0,61.0,29.2,25.53,67.44,6.86,97.12,maize
81.9,96.5,53.9,27.89,77.09,5.5,119.62,banana
16.6,79.7,19.4,19.44,15.44,5.8,90.16,kidneybeans
